public_api_url	notebook_url	price
https://publicapi.solotodo.com/products/245799	https://www.solotodo.cl/products/245799-acer-aspire-5-a515-58gm-56xx-5-nxkq4al0015	$644.990
https://publicapi.solotodo.com/products/237017	https://www.solotodo.cl/products/237017-hp-pavilion-x360-14-ek0003la-8d0d8la	$644.990
https://publicapi.solotodo.com/products/146858	https://www.solotodo.cl/products/146858-asus-expertbook-p1412cea-ek0024x-90nx05d1-m000t0	$647.193
https://publicapi.solotodo.com/products/254535	https://www.solotodo.cl/products/254535-dell-latitude-3440-l344i5ads8512w11p1w	$647.931
https://publicapi.solotodo.com/products/218922	https://www.solotodo.cl/products/218922-asus-expertbook-b1502cba-nj1299x-90nx05u1-m01fd0	$649.990
https://publicapi.solotodo.com/products/149649	https://www.solotodo.cl/products/149649-lenovo-ideapad-gaming-3-15imh05-81y4016jcl	$649.990
https://publicapi.solotodo.com/products/248430	https://www.solotodo.cl/products/248430-hp-240-g9-975w1ls-ssd-500-gb	$649.990
https://publicapi.solotodo.com/products/152953	https://www.solotodo.cl/products/152953-hp-pavilion-15-eg1073cl-4s157ua	$649.990
https://publicapi.solotodo.com/products/126173	https://www.solotodo.cl/products/126173-hp-victus-16-d0500la-470n8la	$649.990
https://publicapi.solotodo.com/products/243980	https://www.solotodo.cl/products/243980-hp-victus-15-fa0015la-8u8p5la	$649.990
https://publicapi.solotodo.com/products/155933	https://www.solotodo.cl/products/155933-hp-pavilion-15-eg0503la-6r3r8la	$650.990
https://publicapi.solotodo.com/products/252994	https://www.solotodo.cl/products/252994-asus-vivobook-16-x1605za-mb536w-90nb0za3-m01au0	$649.890
https://publicapi.solotodo.com/products/254725	https://www.solotodo.cl/products/254725-asus-rog-strix-g17-g713pv-hx165w-90nr0c34-m00e20	$1.936.630
https://publicapi.solotodo.com/products/236715	https://www.solotodo.cl/products/236715-apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-16-gb-512-gb-ssd-midnight-mxd43cia	$1.949.990
https://publicapi.solotodo.com/products/236712	https://www.solotodo.cl/products/236712-apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-16-gb-512-gb-ssd-silver-mxd23cia	$1.949.990
https://publicapi.solotodo.com/products/236721	https://www.solotodo.cl/products/236721-apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-16-gb-512-gb-ssd-space-gray-mxd13cia	$1.949.990
https://publicapi.solotodo.com/products/236718	https://www.solotodo.cl/products/236718-apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-16-gb-512-gb-ssd-starlight-mxd33cia	$1.949.990
https://publicapi.solotodo.com/products/252252	https://www.solotodo.cl/products/252252-hp-omen-16-xf0005la-a29b7la	$1.949.990
https://publicapi.solotodo.com/products/249220	https://www.solotodo.cl/products/249220-hp-zbook-firefly-16-g11-a59gzla	$1.949.990
https://publicapi.solotodo.com/products/249217	https://www.solotodo.cl/products/249217-hp-zbook-firefly-14-g11-a59gyla	$1.949.990
https://publicapi.solotodo.com/products/223007	https://www.solotodo.cl/products/223007-apple-macbook-pro-14-late-2023-apple-silicon-m3-8-core-cpu-8-gb-1-tb-ssd-space-gray-mtl83cia	$1.949.990
https://publicapi.solotodo.com/products/210475	https://www.solotodo.cl/products/210475-asus-expertbook-b9400cba-kc0170x-90nx04z1-m00670	$1.950.737
https://publicapi.solotodo.com/products/237304	https://www.solotodo.cl/products/237304-lenovo-thinkpad-p16v-gen-1-intel-21fd000scl	$1.959.374
https://publicapi.solotodo.com/products/226849	https://www.solotodo.cl/products/226849-lenovo-thinkpad-x1-carbon-11th-gen-21hn001bcl	$1.964.190
https://publicapi.solotodo.com/products/250176	https://www.solotodo.cl/products/250176-lenovo-thinkpad-p16s-gen-3-intel-21ktcto1wwcl2	$1.968.605
https://publicapi.solotodo.com/products/99658	https://www.solotodo.cl/products/99658-hp-omen-17-cb1055cl-1x445ua	$1.969.990
https://publicapi.solotodo.com/products/204536	https://www.solotodo.cl/products/204536-asus-b5602cbn-l20059x-90nx05k1-m002e0	$1.986.900
https://publicapi.solotodo.com/products/248591	https://www.solotodo.cl/products/248591-lenovo-legion-slim-7-16irh8-82y30021us	$1.999.990
https://publicapi.solotodo.com/products/183120	https://www.solotodo.cl/products/183120-lenovo-legion-5-pro-16arh7h-82rg001jus	$1.999.990
https://publicapi.solotodo.com/products/235751	https://www.solotodo.cl/products/235751-msi-creator-m16-64-gb-ram-2-tb-ssd-nvidia-rtx-4050	$1.999.990
https://publicapi.solotodo.com/products/222696	https://www.solotodo.cl/products/222696-msi-creator-z16-hx-studio-b13v-b13vfto-046es	$1.999.990
https://publicapi.solotodo.com/products/248898	https://www.solotodo.cl/products/248898-msi-vector-gp77-13vg-096us-vector7713096	$1.999.990
https://publicapi.solotodo.com/products/134381	https://www.solotodo.cl/products/134381-hp-250-g8-5u0p0lt	$319.990
https://publicapi.solotodo.com/products/140455	https://www.solotodo.cl/products/140455-gear-orchid-grey-i5-1135g7-8gb-256gb-ssd-w10h	$325.000
https://publicapi.solotodo.com/products/229812	https://www.solotodo.cl/products/229812-hp-240-g9-8q9v0lt	$328.990
https://publicapi.solotodo.com/products/69164	https://www.solotodo.cl/products/69164-apple-macbook-air-early-2015-i5-5250u-128gb-ssd-silver-mmgf2lla	$329.990
https://publicapi.solotodo.com/products/110883	https://www.solotodo.cl/products/110883-lenovo-ideapad-3-14iil05-81wd003ccl	$329.990
https://publicapi.solotodo.com/products/251262	https://www.solotodo.cl/products/251262-hp-240-g8-2k2p2lt-8-gb-ram-ssd-512-gb	$329.990
https://publicapi.solotodo.com/products/251261	https://www.solotodo.cl/products/251261-hp-348-g7-2e4u1lt-ssd-512-gb	$329.990
https://publicapi.solotodo.com/products/247306	https://www.solotodo.cl/products/247306-hp-240-g7-151d9lt-intel-i5-1035g1-8-gb-1-tb-hdd-256-gb-ssd-hd-w10h	$330.000
https://publicapi.solotodo.com/products/119102	https://www.solotodo.cl/products/119102-acer-aspire-spin-3-sp314-21-r5k2-1-nxa4fal0031	$329.990
https://publicapi.solotodo.com/products/157732	https://www.solotodo.cl/products/157732-hp-15-ef2516la-66a66la	$329.990
https://publicapi.solotodo.com/products/41788	https://www.solotodo.cl/products/41788-hp-elitebook-folio-1040-g4-3cn72lt	$335.000
https://publicapi.solotodo.com/products/240022	https://www.solotodo.cl/products/240022-lenovo-thinkpad-t480s-20l7002cus-16-gb-ram	$335.000
https://publicapi.solotodo.com/products/245782	https://www.solotodo.cl/products/245782-acer-aspire-3-a315-24pt-r90z	$339.990
https://publicapi.solotodo.com/products/132891	https://www.solotodo.cl/products/132891-lenovo-ideapad-3-14itl6-82h700d0cl	$339.990
https://publicapi.solotodo.com/products/227345	https://www.solotodo.cl/products/227345-lenovo-v14-iil-i5-1035g1-16gb-256gb-ssd-w10h-82c4	$339.990
https://publicapi.solotodo.com/products/68917	https://www.solotodo.cl/products/68917-lenovo-thinkpad-t490-20n3s3j000	$339.990
https://publicapi.solotodo.com/products/225418	https://www.solotodo.cl/products/225418-asus-vivobook-go-14-i3-n305-8gb-512gb-ssd	$339.990
https://publicapi.solotodo.com/products/249083	https://www.solotodo.cl/products/249083-hp-240-g9-n4500-8-gb-256-gb-ssd-black	$339.990
https://publicapi.solotodo.com/products/229579	https://www.solotodo.cl/products/229579-lenovo-ideapad-3-15ada05-81w101vncl	$341.910
https://publicapi.solotodo.com/products/247307	https://www.solotodo.cl/products/247307-lenovo-thinkpad-t480-20l6a0ugcl-intel-i5-8250u-16-gb-480-gb-ssd-hd-w10p	$345.000
https://publicapi.solotodo.com/products/226268	https://www.solotodo.cl/products/226268-dell-xps-13-plus-9320-x9320_ti7161tbw11psxcto	$2.405.390
https://publicapi.solotodo.com/products/123697	https://www.solotodo.cl/products/123697-asus-rog-flow-x13-gv301qh-k6231t-90nr06c5-m11100	$2.399.990
https://publicapi.solotodo.com/products/252554	https://www.solotodo.cl/products/252554-asus-rog-g18-2024-g814jvr-is96	$2.399.990
https://publicapi.solotodo.com/products/253854	https://www.solotodo.cl/products/253854-hp-omen-16-wf1000la-a14m0la	$2.399.990
https://publicapi.solotodo.com/products/238142	https://www.solotodo.cl/products/238142-samsung-galaxy-book4-ultra-gray-np960xgl-xg1cl	$2.399.990
https://publicapi.solotodo.com/products/253272	https://www.solotodo.cl/products/253272-asus-rog-strix-g18-g814ji-cs94	$2.411.490
https://publicapi.solotodo.com/products/252647	https://www.solotodo.cl/products/252647-dell-alienware-m16-r2-9wkcg	$2.424.990
https://publicapi.solotodo.com/products/246971	https://www.solotodo.cl/products/246971-hp-omen-transcend-14-fb0004la-a0dh7la	$2.429.990
https://publicapi.solotodo.com/products/226280	https://www.solotodo.cl/products/226280-apple-macbook-air-2022-apple-silicon-m2-10-core-gpu-24-gb-2-tb-ssd-midnight-mly43z16124	$2.449.990
https://publicapi.solotodo.com/products/252687	https://www.solotodo.cl/products/252687-asus-rog-zephyrus-g14-2024-ga403ui-g14r94070	$2.456.990
https://publicapi.solotodo.com/products/227360	https://www.solotodo.cl/products/227360-hp-zbook-power-g10-8d045la	$2.459.360
https://publicapi.solotodo.com/products/252995	https://www.solotodo.cl/products/252995-lenovo-legion-7-16irx9-83fd0087cl	$2.469.990
https://publicapi.solotodo.com/products/238594	https://www.solotodo.cl/products/238594-lenovo-thinkpad-x1-2-in-1-gen-9-21kfcto1wwcl2	$2.484.935
https://publicapi.solotodo.com/products/158813	https://www.solotodo.cl/products/158813-lenovo-thinkpad-p16-gen-1-21d7s3kc00	$2.499.990
https://publicapi.solotodo.com/products/252267	https://www.solotodo.cl/products/252267-msi-stealth-16-ai-studio-a1vfg-ultra-9-185h-rtx-4060-8gb	$2.504.960
https://publicapi.solotodo.com/products/127261	https://www.solotodo.cl/products/127261-lenovo-ideapad-gaming-3-15ihu6-82k100f1cl	$2.499.990
https://publicapi.solotodo.com/products/252696	https://www.solotodo.cl/products/252696-msi-creator-z16-hx-studio-b13v-b13vfto-i7-13700hx-16-gb-1-tb-ssd-rtx-4060-8-gb-w11h	$2.499.990
https://publicapi.solotodo.com/products/159263	https://www.solotodo.cl/products/159263-microsoft-surface-pro-9-platinum-qlp-00001	$2.526.840
https://publicapi.solotodo.com/products/223838	https://www.solotodo.cl/products/223838-hp-envy-16-h1001la-834s4la	$2.521.990
https://publicapi.solotodo.com/products/252481	https://www.solotodo.cl/products/252481-msi-stealth-16-ai-studio-a1v-ultra-7-155h-32-gb-1tb-ssd-rtx-4060-8gb-w11h	$2.524.416
https://publicapi.solotodo.com/products/235222	https://www.solotodo.cl/products/235222-hp-elitebook-640-g10-9p1q2lt	$1.007.891
https://publicapi.solotodo.com/products/207043	https://www.solotodo.cl/products/207043-dell-latitude-5440-k94ck	$1.008.114
https://publicapi.solotodo.com/products/211661	https://www.solotodo.cl/products/211661-hp-probook-445-g9-674a1lt	$1.009.880
https://publicapi.solotodo.com/products/132590	https://www.solotodo.cl/products/132590-hp-245-g8-4k4k5ls	$1.009.990
https://publicapi.solotodo.com/products/119334	https://www.solotodo.cl/products/119334-lenovo-legion-5-15ach6h-82ju00bkcl	$1.011.770
