name	url	id	slug	picture_url	price	score_general	score_games	score_mobility	weight	power_adapter_power	operating_system_family_name	screen_size_value	screen_resolution_unicode	screen_rr_value	battery_mwh	default_bucket	processor_unicode	processor_f_value	processor_thread_count_name	processor_p_core_count	processor_thread_count	processor_tdp	processor_speed_score	main_gpu_name	main_gpu_speed_score	ram_quantity_value	ram_frequency_value	ram_type_name	sd_capacity_value	sd_rpm_value	sd_drive_type_name	storage_drives_count	gpus_count
Dell Latitude E7470 (i5-6300U / 16 GB / 512 GB SSD / FreeDOS)	https://publicapi.solotodo.com/products/253174/	253174	dell-latitude-e7470-i5-6300u-16-gb-512-gb-ssd-freedos	https://media.solotodo.com/media/products/1947140_picture_1724219585.png	259000	143	76	637	1420	0		14.0	1920x1080	60	37000	1947140	Intel Core i5-6300U	2400	Quad-core	2	4	15.0	3258	Intel HD Graphics 520 (Integrada)	802	16.0	2400	DDR4	512	0	SSD	1	1
Lenovo IdeaPad Flex 5-15IIL05 [81X3000HUS]	https://publicapi.solotodo.com/products/135408/	135408	lenovo-ideapad-flex-5-15iil05-81x3000hus	https://media.solotodo.com/media/products/1566087_picture_1649758837.jpg	599990	170	108	500	1800	65	Windows 10	15.6	1920x1080	60	52500	1566087	Intel Core i7-1065G7	1300	Octa-core	4	8	15.0	9013	Intel Iris Plus Graphics G7 (Integrada)	2787	8.0	3200	DDR4	256	0	SSD	1	1
Apple MacBook Air 15 (Early 2024 / Apple Silicon M3 (10-core GPU) / 8 GB / 512 GB SSD / Space Gray) [MRYN3CI/A]	https://publicapi.solotodo.com/products/236722/	236722	apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-8-gb-512-gb-ssd-space-gray-mryn3cia	https://media.solotodo.com/media/products/1891154_picture_1709627506.jpg	1749990	310	94	635	0	35	macOS	15.3	2880x1864	60	0	1891154	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
Apple MacBook Pro 16 (Late 2023 / Apple Silicon M3 Max 14-Core CPU / 36 GB / 1 TB SSD / Silver) [MRW73CI/A]	https://publicapi.solotodo.com/products/222990/	222990	apple-macbook-pro-16-late-2023-apple-silicon-m3-max-14-core-cpu-36-gb-1-tb-ssd-silver-mrw73cia	https://media.solotodo.com/media/products/1836242_picture_1698747207.jpg	3999990	684	150	210	2200	140	macOS	16.2	3024x1964	120	100000	1836242	Apple M-Series M3 Max (14-Core CPU / 30-Core GPU)	100	Tessaradeca-core	10	14	78.0	36301	Apple M-Series M3 Max 30-Core GPU (Integrada)	0	36.0	0	UMA	1000	0	SSD	1	1
Apple MacBook Air (2022 / Apple Silicon M2 (8-core GPU) / 8 GB / 512 GB SSD / Silver)	https://publicapi.solotodo.com/products/149555/	149555	apple-macbook-air-2022-apple-silicon-m2-8-core-gpu-8-gb-512-gb-ssd-silver	https://media.solotodo.com/media/products/1630150_picture_1659447295.jpg	1299990	257	80	584	1240	30	macOS	13.6	2560x1664	60	52600	1637795	Apple M-Series M2 8-Core GPU	2424	Octa-core	4	8	20.0	15534	Apple M-Series M2 8-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
HP 250 G9 [917X3LA]	https://publicapi.solotodo.com/products/221827/	221827	hp-250-g9-917x3la	https://media.solotodo.com/media/products/1658150_picture_1666787314.png	569990	254	150	509	1740	45	Windows 11	15.6	1366x768	60	41000	1829043	Intel Core i5-1235U	900	Dodeca-core	2	12	15.0	15354	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	512	0	SSD	1	1
Acer Swift Go 14 SFG14-73T-50LN-1	https://publicapi.solotodo.com/products/251128/	251128	acer-swift-go-14-sfg14-73t-50ln-1	https://media.solotodo.com/media/products/1784817_picture_1690091703.jpg	999990	360	268	552	1320	100	Windows 11	14.0	1920x1200	60	65000	1937375	Intel Core Ultra 5 125H	3600	octodeca-core	4	18	28.0	19543	Intel Arc 7-Cores iGPU (Integrada)	8069	16.0	6400	LPDDR5	512	0	SSD	1	1
HP ProBook 445 G8 [5Z8Z0LA]	https://publicapi.solotodo.com/products/133093/	133093	hp-probook-445-g8-5z8z0la	https://media.solotodo.com/media/products/1389627_picture_1620827535.png	305690	208	120	643	1380	0	Windows 10	14.0	1366x768	60	45000	1551517	AMD Ryzen 3 5400U	2600	Octa-core	4	8	15.0	11867	AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)	2865	8.0	3200	DDR4	256	0	SSD	1	1
Apple MacBook Air 15 (Early 2024 / Apple Silicon M3 (10-core GPU) / 8 GB / 512 GB SSD / Midnight) [MRYV3CI/A]	https://publicapi.solotodo.com/products/236716/	236716	apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-8-gb-512-gb-ssd-midnight-mryv3cia	https://media.solotodo.com/media/products/1891076_picture_1709627104.jpg	1674990	310	94	635	0	35	macOS	15.3	2880x1864	60	0	1891076	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
Lenovo ThinkPad E15 Gen 2 [20TES1XH00]	https://publicapi.solotodo.com/products/127215/	127215	lenovo-thinkpad-e15-gen-2-20tes1xh00	https://media.solotodo.com/media/products/1508112_picture_1639399268.jpg	799990	256	185	515	1700	65	Windows 10	15.6	1920x1080	60	45000	1508112	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	256	0	SSD	1	1
HP 15-EF2126WM [4J771UA]	https://publicapi.solotodo.com/products/127372/	127372	hp-15-ef2126wm-4j771ua	https://media.solotodo.com/media/products/1509382_picture_1639508147.jpg	399990	230	131	416	1690	45	Windows 10	15.6	1920x1080	60	41000	1509382	AMD Ryzen 5 5500U	2100	Dodeca-core	6	12	25.0	13547	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	3200	DDR4	256	0	SSD	1	1
Lenovo ThinkBook 14 IIL [20SL0015US]	https://publicapi.solotodo.com/products/158284/	158284	lenovo-thinkbook-14-iil-20sl0015us	https://media.solotodo.com/media/products/1203239_picture_1595520242.jpg	370000	156	80	625	1500	65	Windows 10	14.0	1920x1080	60	45000	1681804	Intel Core i5-1035G1	1000	Octa-core	4	8	15.0	7990	Intel UHD Graphics G1 (Integrada)	1443	8.0	2666	DDR4	256	0	SSD	1	1
Lenovo ThinkPad L14 Gen 2 [20X2S4AB00]	https://publicapi.solotodo.com/products/132065/	132065	lenovo-thinkpad-l14-gen-2-20x2s4ab00	https://media.solotodo.com/media/products/1434155_picture_1628113295.png	599990	235	156	489	1740	0	Windows 10	14.0	1920x1080	60	45000	1544449	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	16.0	3200	DDR4	512	0	SSD	1	1
MSI Katana 17 B12UDXK [KATANA17B12UDXK]	https://publicapi.solotodo.com/products/251230/	251230	msi-katana-17-b12udxk-katana17b12udxk	https://media.solotodo.com/media/products/1741642_picture_1679639223.png	1110816	337	172	194	2600	180	Windows 11	17.3	1920x1080	144	53500	1937769	Intel Core i5-12500H	1800	Hexadeca-core	4	16	45.0	21579	NVIDIA GeForce RTX 3050 (6 GB)	0	8.0	4800	DDR5	512	0	SSD	1	2
HP Omen 16-B0501LA [4C7R9LA]	https://publicapi.solotodo.com/products/138460/	138460	hp-omen-16-b0501la-4c7r9la	https://media.solotodo.com/media/products/1571527_picture_1650993297.jpg	849990	375	506	296	2320	230	Windows 10	16.1	1920x1080	144	83000	1583661	Intel Core i7-11800H	2300	Hexadeca-core	8	16	45.0	20633	NVIDIA GeForce RTX 3060 (6 GB)	20727	16.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad L14 Gen 3 (Intel) [21C2SALN00]	https://publicapi.solotodo.com/products/228995/	228995	lenovo-thinkpad-l14-gen-3-intel-21c2saln00	https://media.solotodo.com/media/products/1860518_picture_1704445904.jpg	806990	223	141	641	1390	65	Windows 11	14.0	1366x768	60	42000	1860518	Intel Core i5-1245U	1200	Dodeca-core	2	12	15.0	13002	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	512	0	SSD	1	1
MSI Modern 14 B5M [B5M-011CL]	https://publicapi.solotodo.com/products/117900/	117900	msi-modern-14-b5m-b5m-011cl	https://media.solotodo.com/media/products/1423182_picture_1626530999.png	349990	230	131	555	1300	65	Windows 10	14.0	1920x1080	60	0	1440414	AMD Ryzen 5 5500U	2100	Dodeca-core	6	12	25.0	13547	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	3200	DDR4	256	0	SSD	1	1
Dell Alienware M16 R2 [M16R-9487-BLK]	https://publicapi.solotodo.com/products/254117/	254117	dell-alienware-m16-r2-m16r-9487-blk	https://media.solotodo.com/media/products/1943337_picture_1723471535.jpg	2199990	589	702	260	2600	240	Windows 11	16.0	2560x1600	240	90000	1953189	Intel Core Ultra 9 185H	3900	icosidyo-core	6	22	45.0	29239	NVIDIA GeForce RTX 4070 (8 GB)	29899	32.0	5600	DDR5	1000	0	SSD	1	2
Lenovo ThinkPad T14s Gen 4 [21F70014CL]	https://publicapi.solotodo.com/products/222650/	222650	lenovo-thinkpad-t14s-gen-4-21f70014cl	https://media.solotodo.com/media/products/1834468_picture_1698154504.webp	1149992	308	199	628	1480	65	Windows 10	14.0	1920x1200	60	57000	1834468	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	4800	LPDDR5X	1000	0	SSD	1	1
HP EliteBook 640 G10 [9J6E9LS]	https://publicapi.solotodo.com/products/245853/	245853	hp-elitebook-640-g10-9j6e9ls	https://media.solotodo.com/media/products/1852190_picture_1702355449.jpg	1059970	308	199	638	1410	65	Windows 11	14.0	1920x1080	60	51000	1920698	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
ASUS ExpertBook B1402CBA-BV0147W	https://publicapi.solotodo.com/products/213652/	213652	asus-expertbook-b1402cba-bv0147w	https://media.solotodo.com/media/products/1787987_picture_1690487366.png	631756	254	150	626	1490	65	Windows 11	14.0	1920x1080	60	42000	1788052	Intel Core i5-1235U	900	Dodeca-core	2	12	15.0	15354	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	512	0	SSD	1	1
Lenovo K14 Gen 1 (AMD) [21CUS0R000]	https://publicapi.solotodo.com/products/223842/	223842	lenovo-k14-gen-1-amd-21cus0r000	https://media.solotodo.com/media/products/1618682_picture_1656221751.jpg	499990	264	140	523	1510	65		14.0	1920x1080	60	0	1838937	AMD Ryzen 5 5600U	2300	Dodeca-core	6	12	25.0	16053	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	3200	DDR4	512	0	SSD	1	1
Acer Predator Triton Neo PTN16-51-932N	https://publicapi.solotodo.com/products/253887/	253887	acer-predator-triton-neo-ptn16-51-932n	https://media.solotodo.com/media/products/1951929_picture_1725083181.webp	2274990	589	702	500	0	230	Windows 11	16.0	3200x2000	165	76000	1951929	Intel Core Ultra 9 185H	3900	icosidyo-core	6	22	45.0	29239	NVIDIA GeForce RTX 4070 (8 GB)	29899	32.0	6400	LPDDR5X	1000	0	SSD	1	2
ASUS ProArt StudioBook 16 H7600ZM-L2078X [90NB0XD1-M003P0]	https://publicapi.solotodo.com/products/170872/	170872	asus-proart-studiobook-16-h7600zm-l2078x-90nb0xd1-m003p0	https://media.solotodo.com/media/products/1655607_picture_1666368077.png	2084632	564	530	290	2400	240	Windows 10	16.0	3840x2400	60	90000	1703219	Intel Core i7-12700H	1700	Icosa-core	6	20	45.0	27346	NVIDIA GeForce RTX 3060 (6 GB)	20727	32.0	4800	DDR5	1000	0	SSD	1	2
Acer Swift Go 14 SFG14-63T-R6K5-1	https://publicapi.solotodo.com/products/251524/	251524	acer-swift-go-14-sfg14-63t-r6k5-1	https://media.solotodo.com/media/products/1937453_picture_1721915081.webp	1279990	592	292	562	1250	0	Windows 11	14.0	1920x1200	60	50000	1938489	AMD Ryzen 9 8945HS	4000	Hexadeca-core	8	16	45.0	29469	AMD Radeon 780M (Integrada)	7703	32.0	5200	LPDDR5	1000	0	SSD	1	1
Dell Latitude 5500 [L5500i5321TW10P]	https://publicapi.solotodo.com/products/245788/	245788	dell-latitude-5500-l5500i5321tw10p	https://media.solotodo.com/media/products/1079716_picture_1581460541.jpg	489990	285	91	497	1820	0	Windows 10	15.6	1920x1080	60	68000	1920405	Intel Core i5-8365U	1600	Octa-core	4	8	15.0	6440	Intel UHD Graphics 620 (Integrada)	1024	32.0	2400	DDR4	1000	0	SSD	1	1
HP Omen 16-WD0013LA [A29B3LA]	https://publicapi.solotodo.com/products/252253/	252253	hp-omen-16-wd0013la-a29b3la	https://media.solotodo.com/media/products/1941191_picture_1722611383.webp	1549990	462	658	290	2360	0	Windows 11	16.1	1920x1080	144	83000	1941191	Intel Core i7-13620H	2400	Hexadeca-core	6	16	45.0	27188	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	5200	DDR5	1000	0	SSD	1	2
Apple MacBook Pro 16 (Late 2019 / i9-9880H / 32 GB / 512 GB / Space Gray)	https://publicapi.solotodo.com/products/227224/	227224	apple-macbook-pro-16-late-2019-i9-9880h-32-gb-512-gb-space-gray	https://media.solotodo.com/media/products/1852090_picture_1702327500.webp	1349990	388	292	350	2000	96	macOS	16.0	3072x1920	60	99800	1852090	Intel Core i9-9880H	2300	Hexadeca-core	8	16	35.0	14141	AMD Radeon Pro 5500M (4 GB)	10399	32.0	2666	DDR4	512	0	SSD	1	2
Lenovo ThinkPad X1 Carbon Gen 9 [20XXA103CD]	https://publicapi.solotodo.com/products/229085/	229085	lenovo-thinkpad-x1-carbon-gen-9-20xxa103cd	https://media.solotodo.com/media/products/1412795_picture_1624635527.webp	890000	256	185	680	1130	65	Windows 10	14.0	1920x1200	60	57000	1860873	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	4266	LPDDR4X	512	0	SSD	1	1
HP Omen 16-XF0033 [7N9X4UA]	https://publicapi.solotodo.com/products/233988/	233988	hp-omen-16-xf0033-7n9x4ua	https://media.solotodo.com/media/products/1881964_picture_1707905951.webp	1399990	502	702	494	0	0	Windows 11	16.1	1920x1080	165	83000	1881964	AMD Ryzen 9 7940HS	4000	Hexadeca-core	8	16	35.0	30153	NVIDIA GeForce RTX 4070 (8 GB)	29899	16.0	5600	DDR5	512	0	SSD	1	2
HP ZBook Power G10 [9B452LT]	https://publicapi.solotodo.com/products/240748/	240748	hp-zbook-power-g10-9b452lt	https://media.solotodo.com/media/products/1743377_picture_1680063540.png	2376990	611	243	370	2000	150	Windows 11	15.6	1920x1080	60	83000	1904312	Intel Core i7-13700H	1800	Icosa-core	6	20	45.0	30833	NVIDIA RTX A500 (4 GB)	0	32.0	5200	DDR5	1000	0	SSD	1	2
HP 14-CK2091LA (275K1LA / 8GB / 256 GB SSD)	https://publicapi.solotodo.com/products/252284/	252284	hp-14-ck2091la-275k1la-8gb-256-gb-ssd	https://media.solotodo.com/media/products/1370516_picture_1618578237.png	226176	104	64	625	1500	45	Windows 10	14.0	1366x768	60	41000	1941393	Intel Core i3-10110U	2100	Quad-core	2	4	15.0	4110	Intel UHD Graphics 630 (Integrada)	1325	8.0	2666	DDR4	256	0	SSD	1	1
Apple MacBook Air 15 (Early 2024 / Apple Silicon M3 (10-core GPU) / 8 GB / 512 GB SSD / Starlight) [MRYT3CI/A]	https://publicapi.solotodo.com/products/236719/	236719	apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-8-gb-512-gb-ssd-starlight-mryt3cia	https://media.solotodo.com/media/products/1891115_picture_1709627308.jpg	1749990	310	94	635	0	35	macOS	15.3	2880x1864	60	0	1891115	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
TagTech TagiTop 14.1 (N4120 / 4GB / 256GB SSD + 64GB eMMC)	https://publicapi.solotodo.com/products/128877/	128877	tagtech-tagitop-141-n4120-4gb-256gb-ssd-64gb-emmc	https://media.solotodo.com/media/products/1521751_picture_1641422178.jfif	399990	57	29	605	1600	0	Windows 10	14.1	1920x1080	60	0	1521751	Intel Celeron N4120	1100	Quad-core	4	4	6.0	2468	Intel UHD Graphics 600 (Integrada)	448	4.0	2133	DDR3	256	0	SSD	2	1
MSI Katana 15 B12VFK-291US [9S7-158571-445]	https://publicapi.solotodo.com/products/216084/	216084	msi-katana-15-b12vfk-291us-9s7-158571-445	https://media.solotodo.com/media/products/1741642_picture_1679639223.png	1699990	464	552	332	2250	240	Windows 11	15.6	1920x1080	144	53500	1804468	Intel Core i5-12450H	1500	Dodeca-core	4	12	45.0	19820	NVIDIA GeForce RTX 4050 (6 GB)	23362	32.0	4800	DDR5	1000	0	SSD	1	2
Lenovo ThinkBook 16 G6 [21KH0071CL]	https://publicapi.solotodo.com/products/231331/	231331	lenovo-thinkbook-16-g6-21kh0071cl	https://media.solotodo.com/media/products/1869979_picture_1706109147.jpg	879990	344	186	395	1700	65	Windows 11	16.0	1920x1200	60	71000	1870007	Intel Core i5-1335U	1300	Dodeca-core	2	12	55.0	18349	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	16.0	5200	DDR5	512	0	SSD	1	1
HP 14-DQ2025LA (3V8J7LA / 12 GB RAM)	https://publicapi.solotodo.com/products/248357/	248357	hp-14-dq2025la-3v8j7la-12-gb-ram	https://media.solotodo.com/media/products/1418713_picture_1625776301.jfif	259008	160	102	631	1460	45	Windows 10	14.0	1366x768	60	41000	1928556	Intel Core i3-1115G4	3000	Quad-core	2	4	28.0	6436	Intel UHD Graphics G4 48EUs (Integrada)	2250	12.0	3200	DDR4	256	0	SSD	1	1
ASUS TUF Gaming A17 FA707NU-HX073W [90NR0EF5-M00470]	https://publicapi.solotodo.com/products/245528/	245528	asus-tuf-gaming-a17-fa707nu-hx073w-90nr0ef5-m00470	https://media.solotodo.com/media/products/1918810_picture_1716923201.png	999990	425	568	194	2600	240	Windows 11	17.3	1920x1080	144	90000	1918810	AMD Ryzen 7 7735HS	3200	Hexadeca-core	8	16	35.0	24398	NVIDIA GeForce RTX 4050 (6 GB)	23362	16.0	4800	DDR5	512	0	SSD	1	2
ASUS VivoBook 14 M413IA-EB1042W [90NB0QR7-M000V0]	https://publicapi.solotodo.com/products/205692/	205692	asus-vivobook-14-m413ia-eb1042w-90nb0qr7-m000v0	https://media.solotodo.com/media/products/1678559_picture_1670419054.png	569000	234	132	640	1400	45	Windows 11	14.0	1920x1080	60	42000	1760783	AMD Ryzen 7 4700U	2000	Octa-core	8	8	15.0	13844	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	2400	DDR4	512	0	SSD	1	1
ASUS Zenbook S 16 OLED UM5606WA-RJ259W [90NB13M3-M00E70]	https://publicapi.solotodo.com/products/252745/	252745	asus-zenbook-s-16-oled-um5606wa-rj259w-90nb13m3-m00e70	https://media.solotodo.com/media/products/1944220_picture_1723664129.webp	1891490	694	314	425	1500	65	Windows 11	16.0	2880x1800	120	78000	1944220	AMD Ryzen AI 9 HX 370	2000	1	12	24	28.0	37092	AMD Radeon 890M (Integrada)	8905	32.0	3733	LPDDR5X	1000	0	SSD	1	1
HP EliteBook 840 G4 [1BZ23LT]	https://publicapi.solotodo.com/products/33800/	33800	hp-elitebook-840-g4-1bz23lt	https://media.solotodo.com/media/products/482060_picture_1468507608.png	799990	73	42	619	1540	45	Windows 10	14.0	1920x1080	60	46000	598129	Intel Core i7-7600U	2800	Quad-core	2	4	15.0	3609	Intel HD Graphics 620 (Integrada)	952	4.0	2133	DDR4	500	7200	HDD	1	1
ASUS VivoBook X407UA-BV484T [90NB0HP1-M11940]	https://publicapi.solotodo.com/products/132141/	132141	asus-vivobook-x407ua-bv484t-90nb0hp1-m11940	https://media.solotodo.com/media/products/746408_picture_1526220380.jpg	399990	104	52	617	1550	45	Windows 10	14.0	1366x768	60	33000	1545083	Intel Core i7-8550U	1800	Octa-core	4	8	15.0	5998	Intel UHD Graphics 620 (Integrada)	1024	4.0	2400	DDR4	1000	5400	HDD	2	1
Lenovo ThinkPad T14 Gen 1 [20UES43B00]	https://publicapi.solotodo.com/products/250633/	250633	lenovo-thinkpad-t14-gen-1-20ues43b00	https://media.solotodo.com/media/products/1211304_picture_1596747701.jpg	460000	274	149	617	1550	65	Windows 10	14.0	1920x1080	60	50000	1936001	AMD Ryzen 5 PRO 4650U	2100	Dodeca-core	6	12	25.0	13103	AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)	2865	16.0	3200	DDR4	512	0	SSD	1	1
HP 14-EM0004LA [827N1LA]	https://publicapi.solotodo.com/products/223317/	223317	hp-14-em0004la-827n1la	https://media.solotodo.com/media/products/1764698_picture_1684909704.jpg	369990	173	58	640	1400	45	Windows 11	14.0	1920x1080	60	41000	1837983	AMD Ryzen 3 7320U	2400	Octa-core	4	8	15.0	9268	AMD Radeon 610M (Integrada)	0	8.0	6400	LPDDR5	512	0	SSD	1	1
Lenovo ThinkPad P16 Gen 1 [21D7S3KC00]	https://publicapi.solotodo.com/products/158813/	158813	lenovo-thinkpad-p16-gen-1-21d7s3kc00	https://media.solotodo.com/media/products/1650708_picture_1665132287.webp	2499990	670	201	107	2950	230	Windows 10	16.0	2560x1600	60	94000	1685961	Intel Core i9-12900HX	1700	1	8	24	55.0	35271	NVIDIA RTX A4500 (16 GB)	0	32.0	4800	DDR5	1000	0	SSD	1	2
HP Pavilion x360 14-EK0007LA [8D0E0LA]	https://publicapi.solotodo.com/products/236940/	236940	hp-pavilion-x360-14-ek0007la-8d0e0la	https://media.solotodo.com/media/products/1892168_picture_1709743015.jpg	599990	254	150	623	1510	45	Windows 11	14.0	1920x1080	60	0	1892168	Intel Core i5-1235U	900	Dodeca-core	2	12	15.0	15354	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	512	0	SSD	1	1
ASUS ROG Strix Scar 18 G834JYR-R6134W [90NR0IP2-M006E0]	https://publicapi.solotodo.com/products/240370/	240370	asus-rog-strix-scar-18-g834jyr-r6134w-90nr0ip2-m006e0	https://media.solotodo.com/media/products/1754956_picture_1682860805.png	4025490	692	1000	0	3100	0	Windows 11	18.0	2560x1600	240	90000	1903476	Intel Core i9-14900HX	1600	Dotriaconta	8	32	55.0	44441	NVIDIA GeForce RTX 4090 (16 GB)	46832	16.0	5600	DDR5	2000	0	SSD	1	2
HP EliteBook 845 G8 [44V37LT]	https://publicapi.solotodo.com/products/133153/	133153	hp-elitebook-845-g8-44v37lt	https://media.solotodo.com/media/products/1535448_picture_1643730590.png	1114990	264	140	544	1370	45	Windows 10	14.0	1920x1080	60	53000	1551914	AMD Ryzen 5 5600U	2300	Dodeca-core	6	12	25.0	16053	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	3200	DDR4	512	0	SSD	1	1
Lenovo IdeaPad Gaming 3 15IMH05 [81Y400LDCL]	https://publicapi.solotodo.com/products/84460/	84460	lenovo-ideapad-gaming-3-15imh05-81y400ldcl	https://media.solotodo.com/media/products/1209326_picture_1620763723.png	1299990	218	253	340	2200	135	Windows 10	15.6	1920x1080	120	45000	1209326	Intel Core i5-10300H	2500	Octa-core	4	8	45.0	8901	NVIDIA GeForce GTX 1650 (4 GB)	9317	16.0	2933	DDR4	1000	5400	HDD	2	2
Apple MacBook Air 15 (Early 2024 / Apple Silicon M3 (10-core GPU) / 8 GB / 512 GB SSD / Silver) [MRYQ3CI/A]	https://publicapi.solotodo.com/products/236713/	236713	apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-8-gb-512-gb-ssd-silver-mryq3cia	https://media.solotodo.com/media/products/1891024_picture_1709626867.jpg	1674990	310	94	635	0	35	macOS	15.3	2880x1864	60	0	1891037	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
Lenovo IdeaPad V330-14IKB (81B0009RCL / 20 GB / 512 GB SSD / W11H)	https://publicapi.solotodo.com/products/253444/	253444	lenovo-ideapad-v330-14ikb-81b0009rcl-20-gb-512-gb-ssd-w11h	https://media.solotodo.com/media/products/762729_picture_1529727050.jpg	308700	206	90	617	1550	45	Windows 11	14.0	1366x768	60	30000	1948586	Intel Core i5-8250U	1600	Octa-core	4	8	15.0	6078	Intel UHD Graphics 620 (Integrada)	1024	20.0	2400	DDR4	512	0	SSD	1	1
Apple MacBook Air (Late 2020 / Apple Silicon M1 / 512 GB / Space Gray) [MGN63Z124/16256]	https://publicapi.solotodo.com/products/220046/	220046	apple-macbook-air-late-2020-apple-silicon-m1-512-gb-space-gray-mgn63z12416256	https://media.solotodo.com/media/products/1294972_picture_1609429848.jfif	1064990	302	104	791	1290	30	macOS	13.3	2560x1600	60	49900	1820187	Apple M-Series M1	3200	Octa-core	8	8	15.0	15165	Apple M-Series M1 (Integrada)	0	16.0	0	UMA	256	0	SSD	1	1
HP 15-FC0021LA [827H6LA]	https://publicapi.solotodo.com/products/233054/	233054	hp-15-fc0021la-827h6la	https://media.solotodo.com/media/products/1792167_picture_1691151789.jpg	601390	306	136	531	1590	0	Windows 11	15.6	1920x1080	60	0	1877528	AMD Ryzen 7 7730U	2000	Hexadeca-core	8	16	15.0	19222	AMD Radeon RX Vega 8 (Integrada)	2335	8.0	3200	DDR4	512	0	SSD	1	1
HP Envy 15-EP1501LA [486K5LA]	https://publicapi.solotodo.com/products/138364/	138364	hp-envy-15-ep1501la-486k5la	https://media.solotodo.com/media/products/1563719_picture_1648735879.webp	849990	375	506	343	2180	200	Windows 10	15.6	3840x2160	60	83000	1583193	Intel Core i7-11800H	2300	Hexadeca-core	8	16	45.0	20633	NVIDIA GeForce RTX 3060 (6 GB)	20727	16.0	2933	DDR4	512	0	SSD	1	2
Dell G15 Gaming 5530 [VXM5G]	https://publicapi.solotodo.com/products/223014/	223014	dell-g15-gaming-5530-vxm5g	https://media.solotodo.com/media/products/1820169_picture_1695744166.jpg	1149990	547	661	148	2810	330	Windows 11	15.6	1920x1080	120	86000	1836586	Intel Core i7-13650HX	3600	Icosa-core	6	20	55.0	33541	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	4800	DDR5	512	0	SSD	1	2
HP EliteBook 840 G7 (i5-10210U / 16 GB / 256 GB SSD)	https://publicapi.solotodo.com/products/254640/	254640	hp-elitebook-840-g7-i5-10210u-16-gb-256-gb-ssd	https://media.solotodo.com/media/products/1293936_picture_1609344349.png	350000	186	92	650	1330	0	Windows 10	14.0	1366x768	60	53000	1959038	Intel Core i5-10210U	1600	Octa-core	4	8	15.0	6482	Intel UHD Graphics 620 (Integrada)	1024	16.0	2666	DDR4	256	0	SSD	1	1
Dell Alienware M18 [INS0164918-R0023109-SA]	https://publicapi.solotodo.com/products/254620/	254620	dell-alienware-m18-ins0164918-r0023109-sa	https://media.solotodo.com/media/products/1772209_picture_1687198703.jpg	2199990	824	926	100	4040	0	Windows 11	18.0	1920x1200	480	97000	1958789	AMD Ryzen 9 7845HX	3000	1	12	24	55.0	46859	NVIDIA GeForce RTX 4080 (12 GB)	42047	32.0	5600	DDR5	1000	0	SSD	1	2
