name	url	id	slug	picture_url	price	score_general	score_games	score_mobility	weight	power_adapter_power	operating_system_family_name	screen_size_value	screen_resolution_unicode	screen_rr_value	battery_mwh	default_bucket	processor_unicode	processor_f_value	processor_thread_count_name	processor_p_core_count	processor_thread_count	processor_tdp	processor_speed_score	main_gpu_name	main_gpu_speed_score	ram_quantity_value	ram_frequency_value	ram_type_name	sd_capacity_value	sd_rpm_value	sd_drive_type_name	storage_drives_count	gpus_count
ASUS E1404GA-NK322WS [90NB0ZW2-M005N0]	https://publicapi.solotodo.com/products/226712/	226712	asus-e1404ga-nk322ws-90nb0zw2-m005n0	https://media.solotodo.com/media/products/1779055_picture_1688907686.jpg	698900	186	112	643	1380	0	Windows 11	14.0	1920x1080	60	42000	1849828	Intel Core i3-N305	1800	Octa-core	0	8	15.0	10260	Intel UHD Graphics 770 (Alder Lake) (Integrada)	2768	8.0	3200	DDR4	512	0	SSD	1	1
ASUS VivoBook Pro 15 OLED N6506MV-MA027W (16 GB RAM) [90NB12Y3-M00150]	https://publicapi.solotodo.com/products/243677/	243677	asus-vivobook-pro-15-oled-n6506mv-ma027w-16-gb-ram-90nb12y3-m00150	https://media.solotodo.com/media/products/1913426_picture_1715612914.png	1745990	489	661	400	1800	200	Windows 11	15.6	2880x1620	120	75000	1913455	Intel Core Ultra 9 185H	3900	icosidyo-core	6	22	45.0	29239	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	5600	LPDDR5	1000	0	SSD	1	2
HP 348 G7 [2E4U1LT]	https://publicapi.solotodo.com/products/95838/	95838	hp-348-g7-2e4u1lt	https://media.solotodo.com/media/products/1302444_picture_1610637034.jpg	269990	79	51	625	1500	45	Windows 10	14.0	1366x768	60	41000	1307757	Intel Core i3-10110U	2100	Quad-core	2	4	15.0	4110	Intel UHD Graphics 630 (Integrada)	1325	4.0	2666	DDR4	1000	5400	HDD	1	1
Dell Latitude 5430 14 [JJP9K]	https://publicapi.solotodo.com/products/150876/	150876	dell-latitude-5430-14-jjp9k	https://media.solotodo.com/media/products/1626657_picture_1658509592.jpg	719990	254	150	646	1360	65	Windows 10	14.0	1366x768	60	58000	1642856	Intel Core i5-1235U	900	Dodeca-core	2	12	15.0	15354	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
Lenovo Legion Pro 7 16IRX9H [83DE000PCL]	https://publicapi.solotodo.com/products/235046/	235046	lenovo-legion-pro-7-16irx9h-83de000pcl	https://media.solotodo.com/media/products/1876894_picture_1707232528.jpg	2949990	792	926	157	2620	330	Windows 11	16.0	2560x1600	240	99900	1885103	Intel Core i9-14900HX	1600	Dotriaconta	8	32	55.0	44441	NVIDIA GeForce RTX 4080 (12 GB)	42047	32.0	5600	DDR5	1000	0	SSD	1	2
HP 250 G10 (I5-1334U / 16 GB / SSD 512 GB)	https://publicapi.solotodo.com/products/251460/	251460	hp-250-g10-i5-1334u-16-gb-ssd-512-gb	https://media.solotodo.com/media/products/1658150_picture_1666787314.png	549990	272	166	542	1520	45	Windows 11	15.6	1366x768	60	41000	1938364	Intel Core i5-1334U	900	Dodeca-core	2	12	15.0	12973	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo ThinkPad T14 Gen 2 (20XLS0AD00 / 512 GB SSD / 16 GB / 11H / Inglés)	https://publicapi.solotodo.com/products/246312/	246312	lenovo-thinkpad-t14-gen-2-20xls0ad00-512-gb-ssd-16-gb-11h-ingles	https://media.solotodo.com/media/products/1607354_picture_1654152604.jpg	670000	355	161	617	1550	65	Windows 11	14.0	1920x1080	60	50000	1921931	AMD Ryzen 7 PRO 5850U	1900	Hexadeca-core	8	16	15.0	19188	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	3200	DDR4	512	0	SSD	1	1
MSI Cyborg 15 A13VE-218	https://publicapi.solotodo.com/products/245785/	245785	msi-cyborg-15-a13ve-218	https://media.solotodo.com/media/products/1920367_picture_1717078495.webp	1199990	462	578	373	1980	120	Windows 11	15.6	1920x1080	144	53500	1920367	Intel Core i7-13620H	2400	Hexadeca-core	6	16	45.0	27188	NVIDIA GeForce RTX 4050 (6 GB)	23362	16.0	5200	DDR5	512	0	SSD	1	2
Acer Nitro V 15 ANV15-41-R0SZ-2 [NH.QPDAL.001.2]	https://publicapi.solotodo.com/products/252407/	252407	acer-nitro-v-15-anv15-41-r0sz-2-nhqpdal0012	https://media.solotodo.com/media/products/1941970_picture_1722947407.jpg	1212490	525	648	325	2300	0	Windows 11	15.6	1920x1080	144	57000	1941970	AMD Ryzen 7 7735HS	3200	Hexadeca-core	8	16	35.0	24398	NVIDIA GeForce RTX 4060 (8 GB)	27681	32.0	5600	DDR5	1000	0	SSD	1	2
HP Pavilion Gaming 16-A0001LA (165G0LA / 16 GB RAM)	https://publicapi.solotodo.com/products/254276/	254276	hp-pavilion-gaming-16-a0001la-165g0la-16-gb-ram	https://media.solotodo.com/media/products/1214264_picture_1597332584.jpg	499990	218	253	290	2360	150	Windows 10	16.1	1920x1080	60	52500	1955972	Intel Core i5-10300H	2500	Octa-core	4	8	45.0	8901	NVIDIA GeForce GTX 1650 (4 GB)	9317	16.0	2933	DDR4	512	0	SSD	1	2
Lenovo IdeaPad Gaming 3 15IHU6 [82K10003US]	https://publicapi.solotodo.com/products/119492/	119492	lenovo-ideapad-gaming-3-15ihu6-82k10003us	https://media.solotodo.com/media/products/1452562_picture_1630749727.jpg	999990	225	343	332	2250	170	Windows 10	15.6	1920x1080	120	45000	1452562	Intel Core i7-11370H	3300	Octa-core	4	8	35.0	13150	NVIDIA GeForce RTX 3050 Ti (4 GB)	14679	8.0	3200	DDR4	1000	5400	HDD	2	2
HP 250 G10 [I5G108GB512GBM2]	https://publicapi.solotodo.com/products/251966/	251966	hp-250-g10-i5g108gb512gbm2	https://media.solotodo.com/media/products/1658150_picture_1666787314.png	529990	222	141	542	1520	45	Windows 11	15.6	1366x768	60	41000	1939565	Intel Core i5-1334U	900	Dodeca-core	2	12	15.0	12973	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	512	0	SSD	1	1
Lenovo IdeaPad Slim 7 14ITL05 [82A60018US]	https://publicapi.solotodo.com/products/153372/	153372	lenovo-ideapad-slim-7-14itl05-82a60018us	https://media.solotodo.com/media/products/1654960_picture_1666298096.png	779990	206	160	646	1360	65	Windows 11	14.0	1920x1080	60	60700	1654960	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	NVIDIA GeForce MX350 (2 GB)	4405	8.0	3200	DDR4	512	0	SSD	1	2
Lenovo V14 G3 IAP [82TS00JGUS]	https://publicapi.solotodo.com/products/229819/	229819	lenovo-v14-g3-iap-82ts00jgus	https://media.solotodo.com/media/products/1811194_picture_1693507377.png	699990	279	192	635	1430	65	Windows 11	14.0	1920x1080	60	38000	1863055	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
MSI Bravo 15 C7VE [9S7-158N11-084]	https://publicapi.solotodo.com/products/251954/	251954	msi-bravo-15-c7ve-9s7-158n11-084	https://media.solotodo.com/media/products/1803473_picture_1692628942.jpg	765000	359	551	332	2250	200	Windows 11	15.6	1920x1080	144	53500	1939406	AMD Ryzen 5 7535HS	3300	Dodeca-core	6	12	35.0	19476	NVIDIA GeForce RTX 4050 (6 GB)	23362	16.0	4800	DDR5	512	0	SSD	1	2
Lenovo ThinkPad T14 Gen 2 [20W1S29A00]	https://publicapi.solotodo.com/products/137766/	137766	lenovo-thinkpad-t14-gen-2-20w1s29a00	https://media.solotodo.com/media/products/1542640_picture_1644667664.png	1068990	256	185	620	1530	65	Windows 10	14.0	1920x1080	60	50000	1579123	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo ThinkPad E14 [20RBS0GX00]	https://publicapi.solotodo.com/products/78589/	78589	lenovo-thinkpad-e14-20rbs0gx00	https://media.solotodo.com/media/products/1129428_picture_1586529096.jpg	399990	136	108	596	1690	65	Windows 10	14.0	1920x1080	60	0	1129428	Intel Core i5-10210U	1600	Octa-core	4	8	15.0	6482	AMD Radeon RX 640 (2 GB)	3279	8.0	2666	DDR4	1000	5400	HDD	1	2
Lenovo Legion 7 16IRX9 [83FDCTO1WWCL2]	https://publicapi.solotodo.com/products/236726/	236726	lenovo-legion-7-16irx9-83fdcto1wwcl2	https://media.solotodo.com/media/products/1882868_picture_1708111811.webp	2534834	792	702	214	2240	230	Windows 11	16.0	3200x2000	165	99900	1891206	Intel Core i9-14900HX	1600	Dotriaconta	8	32	55.0	44441	NVIDIA GeForce RTX 4070 (8 GB)	29899	32.0	5600	DDR5	1000	0	SSD	1	2
Lenovo ThinkPad X390 [20Q1S53400]	https://publicapi.solotodo.com/products/69832/	69832	lenovo-thinkpad-x390-20q1s53400	https://media.solotodo.com/media/products/978170_picture_1566947291.webp	375000	133	66	785	1330	0	Windows 10	13.3	1366x768	60	48000	1027515	Intel Core i5-8265U	1600	Octa-core	4	8	15.0	6264	Intel UHD Graphics 620 (Integrada)	1024	8.0	2400	DDR4	1000	0	SSD	1	1
HP Omen 17-CK2095 [8R6L9UA]	https://publicapi.solotodo.com/products/245297/	245297	hp-omen-17-ck2095-8r6l9ua	https://media.solotodo.com/media/products/1842234_picture_1700052747.png	1899000	857	926	67	2780	0	Windows 11	17.3	2560x1440	165	83000	1917711	Intel Core i9-13900HX	1600	Dotriaconta	8	32	55.0	49344	NVIDIA GeForce RTX 4080 (12 GB)	42047	32.0	5600	DDR5	1000	0	SSD	1	2
Lenovo ThinkPad L13 Yoga Gen 2 [20VLS41F00]	https://publicapi.solotodo.com/products/217139/	217139	lenovo-thinkpad-l13-yoga-gen-2-20vls41f00	https://media.solotodo.com/media/products/1587495_picture_1652109697.png	649900	256	185	669	1440	65	Windows 10	13.3	1920x1080	60	46000	1809956	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo Legion 5 Pro 16ACH6H [82JQ00F9US]	https://publicapi.solotodo.com/products/146429/	146429	lenovo-legion-5-pro-16ach6h-82jq00f9us	https://media.solotodo.com/media/products/1624405_picture_1657792212.jpg	1399990	393	593	282	2450	300	Windows 11	16.0	2560x1600	165	80000	1624405	AMD Ryzen 7 5800H	3200	Hexadeca-core	8	16	45.0	22014	NVIDIA GeForce RTX 3070 (8 GB)	25136	16.0	3200	DDR4	512	0	SSD	1	2
HP EliteBook 640 G10 [9P1Q2LT]	https://publicapi.solotodo.com/products/235222/	235222	hp-elitebook-640-g10-9p1q2lt	https://media.solotodo.com/media/products/1852190_picture_1702355449.jpg	1007891	308	199	638	1410	65	Windows 11	14.0	1920x1080	60	51000	1885859	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
Apple MacBook Pro 13 (2022 / Apple Silicon M2 (10-core GPU) / 8 GB / 256 GB SSD / Space Gray) [MNEH3CI/A]	https://publicapi.solotodo.com/products/145552/	145552	apple-macbook-pro-13-2022-apple-silicon-m2-10-core-gpu-8-gb-256-gb-ssd-space-gray-mneh3cia	https://media.solotodo.com/media/products/1621665_picture_1656945908.jpg	1407561	257	80	575	1400	67	macOS	13.3	2560x1600	60	58200	1621665	Apple M-Series M2 10-Core GPU	2424	Octa-core	4	8	20.0	15534	Apple M-Series M2 10-Core GPU (Integrada)	0	8.0	0	UMA	256	0	SSD	1	1
Acer Nitro 5 AN515-57-7016-1 [NH.QEWAL.003.1]	https://publicapi.solotodo.com/products/145770/	145770	acer-nitro-5-an515-57-7016-1-nhqewal0031	https://media.solotodo.com/media/products/1622419_picture_1657109875.jpg	899990	375	506	340	2200	0	Windows 11	15.6	1920x1080	144	57000	1622419	Intel Core i7-11800H	2300	Hexadeca-core	8	16	45.0	20633	NVIDIA GeForce RTX 3060 (6 GB)	20727	16.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad X12 Detachable [20UVS4LX0F]	https://publicapi.solotodo.com/products/222125/	222125	lenovo-thinkpad-x12-detachable-20uvs4lx0f	https://media.solotodo.com/media/products/1413988_picture_1624976506.webp	1466895	189	132	770	1100	65	Windows 10	12.3	1920x1280	60	42000	1832317	Intel Core i5-1130G7	1100	Octa-core	4	8	15.0	10483	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	4266	LPDDR4X	256	0	SSD	1	1
HP Pavilion 14-EH0101LA [6J9R9LA]	https://publicapi.solotodo.com/products/157180/	157180	hp-pavilion-14-eh0101la-6j9r9la	https://media.solotodo.com/media/products/1675563_picture_1669803069.webp	819990	279	267	640	1400	90	Windows 11	14.0	2880x1800	90	51000	1675563	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	NVIDIA GeForce RTX 2050 (4 GB)	9166	16.0	3200	DDR4	512	0	SSD	1	2
HP 245 G10 (Ryzen 7 7730U / 16 GB / 512 GB SSD / W11P / FHD)	https://publicapi.solotodo.com/products/254637/	254637	hp-245-g10-ryzen-7-7730u-16-gb-512-gb-ssd-w11p-fhd	https://media.solotodo.com/media/products/1910507_picture_1715097104.jpg	739990	356	161	596	1690	45	Windows 11	14.0	1920x1080	60	41000	1959000	AMD Ryzen 7 7730U	2000	Hexadeca-core	8	16	15.0	19222	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	3200	DDR4	512	0	SSD	1	1
HP 250 G8 [5U0P0LT]	https://publicapi.solotodo.com/products/134381/	134381	hp-250-g8-5u0p0lt	https://media.solotodo.com/media/products/1560632_picture_1648236702.png	319990	185	131	409	1740	45	Windows 11	15.6	1366x768	60	41000	1560632	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
ASUS VivoBook 16X K3605ZF-MB415W [90NB11E1-M00J80]	https://publicapi.solotodo.com/products/246113/	246113	asus-vivobook-16x-k3605zf-mb415w-90nb11e1-m00j80	https://media.solotodo.com/media/products/1921428_picture_1717430325.jpg	630490	337	271	380	1800	120	Windows 11	16.0	1920x1200	60	50000	1921428	Intel Core i5-12500H	1800	Hexadeca-core	4	16	45.0	21579	NVIDIA GeForce RTX 2050 (4 GB)	9166	8.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad T480 [20L6A008CL]	https://publicapi.solotodo.com/products/49844/	49844	lenovo-thinkpad-t480-20l6a008cl	https://media.solotodo.com/media/products/798048_picture_1533822936.jpg	419990	131	65	655	1300	0	Windows 10	14.0	1366x768	60	48000	805201	Intel Core i5-8250U	1600	Octa-core	4	8	15.0	6078	Intel UHD Graphics 620 (Integrada)	1024	8.0	2400	DDR4	1000	5400	HDD	1	1
MSI Bravo 15 B5DD-255CL (9S7-158K12-255 / AMD Ryzen 5 5600H / 16 GB / 512 GB SSD)	https://publicapi.solotodo.com/products/240372/	240372	msi-bravo-15-b5dd-255cl-9s7-158k12-255-amd-ryzen-5-5600h-16-gb-512-gb-ssd	https://media.solotodo.com/media/products/1493392_picture_1636659936.png	927549	341	338	317	2350	150	Windows 11	15.6	1920x1080	144	53500	1903502	AMD Ryzen 5 5600H	3300	Dodeca-core	6	12	45.0	18108	AMD Radeon RX 5500M (4 GB)	12111	16.0	3200	DDR4	512	0	SSD	1	2
HP 255 G10 [81U56LT]	https://publicapi.solotodo.com/products/251267/	251267	hp-255-g10-81u56lt	https://media.solotodo.com/media/products/1937910_picture_1721973563.jpg	438200	199	114	542	1520	45	Windows 11	15.6	1366x768	60	41000	1937910	AMD Ryzen 3 7330U	2300	Octa-core	4	8	15.0	11211	AMD Radeon RX Vega 6 (Ryzen 4000/5000) (Integrada)	2663	8.0	3200	DDR4	512	0	SSD	1	1
ASUS ROG Strix G15 G513RM-HQ226W [90NR0845-M00C30]	https://publicapi.solotodo.com/products/151866/	151866	asus-rog-strix-g15-g513rm-hq226w-90nr0845-m00c30	https://media.solotodo.com/media/products/1647042_picture_1664271407.jpg	899990	411	516	325	2300	240	Windows 11	15.6	2560x1440	165	90000	1647042	AMD Ryzen 7 6800H	3200	Hexadeca-core	8	16	45.0	23378	NVIDIA GeForce RTX 3060 (6 GB)	20727	16.0	4800	DDR5	512	0	SSD	1	2
Dell Alienware M16 [INS0160913-R0023495-SA]	https://publicapi.solotodo.com/products/245299/	245299	dell-alienware-m16-ins0160913-r0023495-sa	https://media.solotodo.com/media/products/1778504_picture_1688672732.jpg	1549990	546	702	200	3250	0	Windows 11	16.0	2560x1600	165	86000	1917737	Intel Core i7-13700HX	2100	1	8	24	55.0	33484	NVIDIA GeForce RTX 4070 (8 GB)	29899	16.0	4800	DDR5	1000	0	SSD	1	2
Lenovo V14 IML [82NA0032CL]	https://publicapi.solotodo.com/products/120713/	120713	lenovo-v14-iml-82na0032cl	https://media.solotodo.com/media/products/1461334_picture_1632210758.jpg	289990	79	51	610	1600	45	Windows 10	14.0	1366x768	60	35000	1461334	Intel Core i3-10110U	2100	Quad-core	2	4	15.0	4110	Intel UHD Graphics 630 (Integrada)	1325	4.0	2666	DDR4	256	0	SSD	1	1
Acer Aspire Lite AL16-51P-52EZ-1	https://publicapi.solotodo.com/products/251660/	251660	acer-aspire-lite-al16-51p-52ez-1	https://media.solotodo.com/media/products/1938704_picture_1722259651.jpg	569990	304	175	495	1700	0	Windows 11	16.0	1920x1200	60	0	1938704	Intel Core i5-1235U	900	Dodeca-core	2	12	15.0	15354	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	16.0	5200	DDR5	512	0	SSD	1	1
Lenovo IdeaPad Slim 5 14IMH9 [83DA006YCL]	https://publicapi.solotodo.com/products/253157/	253157	lenovo-ideapad-slim-5-14imh9-83da006ycl	https://media.solotodo.com/media/products/1927578_picture_1719197777.png	950590	411	298	541	1390	65	Windows 11	14.0	1920x1200	60	47000	1946958	Intel Core Ultra 7 155H	3800	icosidyo-core	6	22	28.0	23342	Intel Arc 8-Cores iGPU (Integrada)	8918	16.0	7467	LPDDR5X	1000	0	SSD	1	1
Samsung Galaxy Book3 360 - Silver (i7-1355U / 8 GB / 512 GB SSD / FHD) [NP730QED]	https://publicapi.solotodo.com/products/228926/	228926	samsung-galaxy-book3-360-silver-i7-1355u-8-gb-512-gb-ssd-fhd-np730qed	https://media.solotodo.com/media/products/1860247_picture_1704890084.webp	1089990	258	174	711	1160	65	Windows 11	13.3	1920x1080	60	61100	1860247	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	8.0	4800	LPDDR4X	512	0	SSD	1	1
HP Victus 15-FA1163DX	https://publicapi.solotodo.com/products/252719/	252719	hp-victus-15-fa1163dx	https://media.solotodo.com/media/products/1943869_picture_1723623692.png	1149997	421	567	301	2460	0	Windows 11	15.6	1920x1080	144	0	1943869	Intel Core i7-12650H	1700	Hexadeca-core	6	16	45.0	24118	NVIDIA GeForce RTX 4050 (6 GB)	23362	16.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkBook 14 G6 IRL [21KG00ACCL]	https://publicapi.solotodo.com/products/227217/	227217	lenovo-thinkbook-14-g6-irl-21kg00accl	https://media.solotodo.com/media/products/1851996_picture_1702323393.jpg	698900	294	161	543	1380	65	Windows 11	14.0	1920x1200	60	54000	1851996	Intel Core i5-1335U	1300	Dodeca-core	2	12	55.0	18349	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	5200	DDR5	512	0	SSD	1	1
Apple MacBook Pro 16 (Late 2023 / Apple Silicon M3 Pro 12-Core CPU / 18 GB / 512 GB SSD / Space Black) [MRW13CI/A]	https://publicapi.solotodo.com/products/222999/	222999	apple-macbook-pro-16-late-2023-apple-silicon-m3-pro-12-core-cpu-18-gb-512-gb-ssd-space-black-mrw13cia	https://media.solotodo.com/media/products/1836379_picture_1698750043.jpg	1749990	470	145	325	2100	140	macOS	16.2	3024x1964	120	100000	1836379	Apple M-Series M3 Pro (12-Core CPU / 18-Core GPU)	100	Dodeca-core	6	12	27.0	26830	Apple M-Series M3 Pro 18-Core GPU (Integrada)	0	18.0	0	UMA	512	0	SSD	1	1
Dell Latitude 3540 [CN1D2]	https://publicapi.solotodo.com/products/207051/	207051	dell-latitude-3540-cn1d2	https://media.solotodo.com/media/products/1762630_picture_1684401840.png	721610	294	161	398	1810	65	Windows 11	15.6	1920x1080	60	42000	1762630	Intel Core i5-1335U	1300	Dodeca-core	2	12	55.0	18349	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
Lenovo ThinkPad P16s Gen 2 (AMD) [21KACTO1WWCL1]	https://publicapi.solotodo.com/products/251043/	251043	lenovo-thinkpad-p16s-gen-2-amd-21kacto1wwcl1	https://media.solotodo.com/media/products/1937139_picture_1721833958.jpg	1216836	441	283	395	1700	65	Windows 11	16.0	1920x1200	60	52500	1937156	AMD Ryzen 7 PRO 7840U	3300	Hexadeca-core	8	16	28.0	25615	AMD Radeon 780M (Integrada)	7703	16.0	6400	LPDDR5X	256	0	SSD	1	1
Lenovo V14 IIL [82C400E7CL]	https://publicapi.solotodo.com/products/103459/	103459	lenovo-v14-iil-82c400e7cl	https://media.solotodo.com/media/products/1354792_picture_1616857651.jpg	671990	145	96	610	1600	65	Windows 10	14.0	1366x768	60	30000	1354792	Intel Core i7-1065G7	1300	Octa-core	4	8	15.0	9013	Intel Iris Plus Graphics G7 (Integrada)	2787	4.0	2666	DDR4	256	0	SSD	1	1
Apple MacBook Pro 16 (Late 2023 / Apple Silicon M3 Pro 12-Core CPU / 36 GB / 512 GB SSD / Silver) [MRW63CI/A]	https://publicapi.solotodo.com/products/222996/	222996	apple-macbook-pro-16-late-2023-apple-silicon-m3-pro-12-core-cpu-36-gb-512-gb-ssd-silver-mrw63cia	https://media.solotodo.com/media/products/1836242_picture_1698747207.jpg	2959990	557	145	310	2200	140	macOS	16.2	3024x1964	120	100000	1836340	Apple M-Series M3 Pro (12-Core CPU / 18-Core GPU)	100	Dodeca-core	6	12	27.0	26830	Apple M-Series M3 Pro 18-Core GPU (Integrada)	0	36.0	0	UMA	512	0	SSD	1	1
HP 245 G9 [7Z3F5LA]	https://publicapi.solotodo.com/products/211439/	211439	hp-245-g9-7z3f5la	https://media.solotodo.com/media/products/1776672_picture_1688371026.jpg	549990	294	159	629	1470	45	Windows 11	14.0	1920x1080	60	41000	1776672	AMD Ryzen 5 5625U	2100	Dodeca-core	6	12	15.0	14554	AMD Radeon RX Vega 7 (Integrada)	3134	16.0	3200	DDR4	512	0	SSD	1	1
HP 240 G8 [2K2P2LT]	https://publicapi.solotodo.com/products/109636/	109636	hp-240-g8-2k2p2lt	https://media.solotodo.com/media/products/1379660_picture_1619611247.png	269990	95	57	629	1470	45	Windows 10	14.0	1366x768	60	41000	1388866	Intel Core i3-1005G1	1200	Quad-core	2	4	15.0	5256	Intel UHD Graphics G1 (Integrada)	1443	4.0	2666	DDR4	1000	5400	HDD	1	1
Lenovo Yoga 7 2-in-1 14AHP9 [83DK001NCL]	https://publicapi.solotodo.com/products/239474/	239474	lenovo-yoga-7-2-in-1-14ahp9-83dk001ncl	https://media.solotodo.com/media/products/1900790_picture_1712268775.jpg	1199990	423	278	508	1610	65	Windows 11	14.0	1920x1200	60	71000	1900790	AMD Ryzen 7 8840HS	3300	Hexadeca-core	8	16	28.0	24234	AMD Radeon 780M (Integrada)	7703	16.0	6400	LPDDR5X	1000	0	SSD	1	1
Lenovo IdeaPad Gaming 3 15IHU6 [82K100LTUS]	https://publicapi.solotodo.com/products/142033/	142033	lenovo-ideapad-gaming-3-15ihu6-82k100ltus	https://media.solotodo.com/media/products/1604194_picture_1653542041.jpg	999990	212	299	332	2250	135	Windows 11	15.6	1920x1080	120	45000	1604194	Intel Core i7-11370H	3300	Octa-core	4	8	35.0	13150	NVIDIA GeForce RTX 3050 (4 GB)	12674	6.0	3200	DDR4	1000	5400	HDD	2	2
HP 14-DQ1001LA [6QW05LA]	https://publicapi.solotodo.com/products/69126/	69126	hp-14-dq1001la-6qw05la	https://media.solotodo.com/media/products/1019319_picture_1574692750.jpg	379040	95	57	629	1470	0	Windows 10	14.0	1366x768	60	41000	1019319	Intel Core i3-1005G1	1200	Quad-core	2	4	15.0	5256	Intel UHD Graphics G1 (Integrada)	1443	4.0	2666	DDR4	256	0	SSD	2	1
ASUS VivoBook 16 X1605ZA-MB931W [90NB0ZA3-M01BJ0]	https://publicapi.solotodo.com/products/254069/	254069	asus-vivobook-16-x1605za-mb931w-90nb0za3-m01bj0	https://media.solotodo.com/media/products/1774964_picture_1687967528.png	649990	464	241	368	1880	65	Windows 11	16.0	1920x1200	60	42000	1952706	Intel Core i7-12700H	1700	Icosa-core	6	20	45.0	27346	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	2400	DDR4	256	0	SSD	1	1
Lenovo IdeaPad V330-14IKB (i5-8550U / 8GB / 256GB SSD)	https://publicapi.solotodo.com/products/229548/	229548	lenovo-ideapad-v330-14ikb-i5-8550u-8gb-256gb-ssd	https://media.solotodo.com/media/products/1473246_picture_1633955249.png	529990	129	65	617	1550	0	Windows 10	14.0	1366x768	60	30000	1862271	Intel Core i7-8550U	1800	Octa-core	4	8	15.0	5998	Intel UHD Graphics 620 (Integrada)	1024	8.0	2400	DDR4	256	0	SSD	1	1
HP EliteBook 640 G11 [A24ZQLT]	https://publicapi.solotodo.com/products/249223/	249223	hp-elitebook-640-g11-a24zqlt	https://media.solotodo.com/media/products/1852190_picture_1702355449.jpg	1162863	333	207	641	1390	65	Windows 11	14.0	1920x1200	60	56000	1931520	Intel Core Ultra 7 165U	1700	Tessaradeca-core	2	14	15.0	17513	Intel Arc 4-Cores iGPU (Integrada)	5149	16.0	5600	DDR5	512	0	SSD	1	1
Dell Latitude 7320 2-in-1 (i7-1180G7 / 16 GB / 512 GB SSD / W11P)	https://publicapi.solotodo.com/products/243022/	243022	dell-latitude-7320-2-in-1-i7-1180g7-16-gb-512-gb-ssd-w11p	https://media.solotodo.com/media/products/1414159_picture_1624985588.jfif	779990	209	173	675	1400	0	Windows 11	13.3	1920x1080	60	0	1910583	Intel Core i7-1180G7	2200	Octa-core	4	8	9.0	8184	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	4267	LPDDR4X	512	0	SSD	1	1
Dell Vostro 3400 [W6CVN]	https://publicapi.solotodo.com/products/133382/	133382	dell-vostro-3400-w6cvn	https://media.solotodo.com/media/products/1292751_picture_1609194998.jpg	765789	185	131	504	1640	45	Windows 10	14.0	1366x768	60	42000	1553495	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	2666	DDR4	256	0	SSD	1	1
Lenovo Flex 7 14IRU8 [82Y20001US]	https://publicapi.solotodo.com/products/252154/	252154	lenovo-flex-7-14iru8-82y20001us	https://media.solotodo.com/media/products/1940503_picture_1722521998.jpg	899990	308	199	610	1600	65	Windows 11	14.0	2240x1400	60	59000	1940503	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	4266	LPDDR4X	1000	0	SSD	1	1
